"dateAndTime";"fiveMinuteMean";"trafficVolume";"actualTravelTime"
"2015-03-12 00:01:13";300;4;279
"2015-03-12 00:04:23";304;3;263
"2015-03-12 00:10:40";271;6;237
"2015-03-12 00:24:58";300;6;284
"2015-03-12 00:27:56";300;2;291
"2015-03-12 00:28:35";300;3;245
"2015-03-12 00:29:07";300;4;253
"2015-03-12 00:30:42";284;5;313
"2015-03-12 00:32:59";684.75;6;320
"2015-03-12 00:33:02";684.75;7;320
"2015-03-12 00:33:10";684.75;8;328
"2015-03-12 00:33:22";598.4;9;320
"2015-03-12 00:42:40";322;3;312
"2015-03-12 00:52:06";312;1;290
"2015-03-12 00:55:54";300;2;1710
"2015-03-12 01:00:30";290;2;265
"2015-03-12 01:01:56";290;3;283
"2015-03-12 01:18:28";300;3;1216
"2015-03-12 01:18:37";300;4;833
"2015-03-12 01:20:14";300;7;273
"2015-03-12 01:21:08";300;8;301
"2015-03-12 01:23:49";300;6;344
"2015-03-12 01:29:09";761.333333333333;2;256
"2015-03-12 01:39:40";1216;2;283
"2015-03-12 01:41:29";1216;3;310
"2015-03-12 01:42:39";1216;5;265
"2015-03-12 01:43:06";1216;5;1233
"2015-03-12 01:54:26";300;1;259
"2015-03-12 01:54:33";300;2;259
"2015-03-12 02:17:21";300;1;259
"2015-03-12 02:19:17";300;2;215
"2015-03-12 02:23:58";237;4;292
"2015-03-12 02:32:55";292;0;669
"2015-03-12 02:33:33";292;0;488
"2015-03-12 03:14:50";300;2;242
"2015-03-12 03:14:56";300;2;229
"2015-03-12 03:17:06";300;1;234
"2015-03-12 03:41:34";300;1;417
"2015-03-12 03:43:57";300;2;284
"2015-03-12 03:54:45";300;1;237
"2015-03-12 03:55:17";300;3;539
"2015-03-12 03:58:31";300;4;352
"2015-03-12 03:58:36";300;5;267
"2015-03-12 03:58:41";300;6;339
"2015-03-12 04:04:23";374.25;1;256
"2015-03-12 04:06:05";374.25;2;304
"2015-03-12 04:06:55";374.25;3;252
"2015-03-12 04:09:01";371.5;4;260
"2015-03-12 04:12:30";270.666666666667;2;245
"2015-03-12 04:19:35";245;1;284
"2015-03-12 04:23:26";300;3;245
"2015-03-12 04:25:42";284;3;263
"2015-03-12 04:25:56";284;4;549
"2015-03-12 04:27:36";264.5;4;270
"2015-03-12 04:33:16";266.5;1;260
"2015-03-12 04:33:59";266.5;3;295
"2015-03-12 04:39:29";368;1;265
"2015-03-12 04:39:40";368;2;260
"2015-03-12 04:41:38";277.5;4;281
"2015-03-12 04:46:49";268.666666666667;2;245
"2015-03-12 04:47:43";268.666666666667;3;230
"2015-03-12 04:49:18";281;3;243
"2015-03-12 04:58:14";243;2;268
"2015-03-12 04:58:27";300;3;287
"2015-03-12 04:58:31";300;4;271
"2015-03-12 04:58:40";300;5;1444
"2015-03-12 04:59:18";300;7;245
"2015-03-12 05:01:19";300;8;306
"2015-03-12 05:01:40";300;10;289
"2015-03-12 05:01:57";300;11;299
"2015-03-12 05:04:09";267.75;7;319
"2015-03-12 05:04:14";267.75;7;853
"2015-03-12 05:04:23";267.75;6;1646
"2015-03-12 05:04:33";267.75;7;269
"2015-03-12 05:06:03";267.75;8;274
"2015-03-12 05:07:08";280.714285714286;6;306
"2015-03-12 05:08:06";285.2;7;287
"2015-03-12 05:09:12";290.75;7;242
"2015-03-12 05:10:04";296.4;6;258
"2015-03-12 05:10:37";292.666666666667;7;1026
"2015-03-12 05:10:43";292.666666666667;8;244
"2015-03-12 05:12:26";292;6;287
"2015-03-12 05:12:54";291;7;272
"2015-03-12 05:16:26";267.4;5;286
"2015-03-12 05:18:43";382.8;5;264
"2015-03-12 05:20:17";470.666666666667;4;388
"2015-03-12 05:20:20";470.666666666667;5;254
"2015-03-12 05:25:59";562;3;879
"2015-03-12 05:26:35";654;3;306
"2015-03-12 05:26:48";587.5;4;270
"2015-03-12 05:26:58";587.5;5;287
"2015-03-12 05:27:03";587.5;6;266
"2015-03-12 05:27:31";587.5;7;285
"2015-03-12 05:28:44";556;10;265
"2015-03-12 05:29:27";556;10;286
"2015-03-12 05:31:04";707;12;277
"2015-03-12 05:31:28";561.333333333333;13;256
"2015-03-12 05:32:09";633.5;11;262
"2015-03-12 05:32:19";583.714285714286;11;304
"2015-03-12 05:32:50";510;11;281
"2015-03-12 05:32:52";510;12;423
"2015-03-12 05:34:34";451.375;8;284
"2015-03-12 05:36:30";451;8;301
"2015-03-12 05:37:04";271.833333333333;9;272
"2015-03-12 05:37:23";275;8;341
"2015-03-12 05:38:29";277.666666666667;8;287
"2015-03-12 05:38:49";277.666666666667;10;251
"2015-03-12 05:38:59";277.666666666667;11;553
"2015-03-12 05:39:01";277.666666666667;12;277
"2015-03-12 05:39:03";277.666666666667;13;274
"2015-03-12 05:39:23";277.333333333333;14;263
"2015-03-12 05:39:25";277.333333333333;15;257
"2015-03-12 05:39:48";277.333333333333;15;275
"2015-03-12 05:40:38";370.75;14;252
"2015-03-12 05:41:59";392;15;277
"2015-03-12 05:42:13";392;16;264
"2015-03-12 05:43:57";342.416666666667;14;300
"2015-03-12 05:44:08";342.416666666667;12;279
"2015-03-12 05:44:12";342.416666666667;13;286
"2015-03-12 05:44:18";342.416666666667;14;282
"2015-03-12 05:44:47";341.666666666667;13;286
"2015-03-12 05:46:01";277.272727272727;12;291
"2015-03-12 05:46:04";277.272727272727;13;278
"2015-03-12 05:46:05";277.272727272727;14;277
"2015-03-12 05:47:00";274.363636363636;13;261
"2015-03-12 05:47:13";274.363636363636;13;278
"2015-03-12 05:47:17";274.363636363636;13;272
"2015-03-12 05:48:50";316.666666666667;15;283
"2015-03-12 05:48:52";316.666666666667;16;282
"2015-03-12 05:48:54";316.666666666667;17;278
"2015-03-12 05:49:04";307.555555555556;17;274
"2015-03-12 05:49:33";308.777777777778;15;299
"2015-03-12 05:49:41";308.777777777778;16;311
"2015-03-12 05:49:44";308.777777777778;17;288
"2015-03-12 05:49:47";308.777777777778;18;307
"2015-03-12 05:49:55";315.875;18;278
"2015-03-12 05:50:16";315.875;19;285
"2015-03-12 05:50:21";315.875;20;273
"2015-03-12 05:52:08";303.583333333333;20;249
"2015-03-12 05:52:10";303.583333333333;21;410
"2015-03-12 05:54:08";278.181818181818;15;263
"2015-03-12 05:54:17";278.181818181818;16;265
"2015-03-12 05:56:12";283.5;9;289
"2015-03-12 05:56:31";282.642857142857;10;312
"2015-03-12 05:57:35";283.916666666667;10;293
"2015-03-12 05:57:37";283.916666666667;11;286
"2015-03-12 05:57:50";283.916666666667;13;279
"2015-03-12 05:57:55";283.916666666667;14;308
"2015-03-12 05:58:00";283.916666666667;15;306
"2015-03-12 05:58:05";283.916666666667;16;303
"2015-03-12 05:58:20";283.916666666667;16;291
"2015-03-12 05:58:22";283.916666666667;17;304
"2015-03-12 05:58:24";283.916666666667;18;289
"2015-03-12 05:58:34";282.636363636364;19;305
"2015-03-12 05:59:45";295.375;19;278
"2015-03-12 05:59:46";295.375;20;279
"2015-03-12 05:59:55";294.4;21;291
"2015-03-12 06:00:40";296.75;26;324
"2015-03-12 06:00:44";296.75;27;301
"2015-03-12 06:00:45";296.75;28;299
"2015-03-12 06:02:09";307.8;27;271
"2015-03-12 06:02:11";307.8;28;262
"2015-03-12 06:02:44";299.625;26;289
"2015-03-12 06:03:03";300.555555555556;24;267
"2015-03-12 06:04:10";474.615384615385;24;289
"2015-03-12 06:04:15";474.615384615385;25;294
"2015-03-12 06:04:22";474.615384615385;27;296
"2015-03-12 06:04:25";448.466666666667;28;278
"2015-03-12 06:04:28";448.466666666667;29;273
"2015-03-12 06:04:29";448.466666666667;29;297
"2015-03-12 06:04:31";448.466666666667;30;280
"2015-03-12 06:04:42";448.466666666667;29;277
"2015-03-12 06:04:48";438.625;28;292
"2015-03-12 06:04:58";438.625;28;271
"2015-03-12 06:05:26";438.625;26;281
"2015-03-12 06:05:29";438.625;27;279
"2015-03-12 06:05:41";438.625;28;309
"2015-03-12 06:05:50";423.222222222222;27;288
"2015-03-12 06:05:54";423.222222222222;28;287
"2015-03-12 06:06:06";425.166666666667;30;290
"2015-03-12 06:06:45";414.421052631579;31;274
"2015-03-12 06:06:48";414.421052631579;32;298
"2015-03-12 06:07:52";420.666666666667;34;748
"2015-03-12 06:07:55";420.666666666667;34;275
"2015-03-12 06:07:58";420.666666666667;35;279
"2015-03-12 06:08:09";443.666666666667;35;318
"2015-03-12 06:08:20";467.307692307692;38;302
"2015-03-12 06:08:25";467.307692307692;39;302
"2015-03-12 06:08:26";467.307692307692;40;295
"2015-03-12 06:09:06";284.692307692308;37;348
"2015-03-12 06:09:10";285.357142857143;38;327
"2015-03-12 06:09:12";285;38;332
"2015-03-12 06:09:14";285;39;339
"2015-03-12 06:09:26";286.75;36;317
"2015-03-12 06:09:28";286.75;37;316
"2015-03-12 06:09:35";285.823529411765;36;320
"2015-03-12 06:09:37";285.823529411765;37;308
"2015-03-12 06:09:45";286.166666666667;37;315
"2015-03-12 06:09:55";285.882352941176;37;296
"2015-03-12 06:10:36";285.263157894737;33;290
"2015-03-12 06:10:43";285.47619047619;33;291
"2015-03-12 06:10:57";285.428571428571;33;285
"2015-03-12 06:11:01";285.428571428571;34;292
"2015-03-12 06:11:07";283.5;34;295
"2015-03-12 06:11:47";285.45;33;287
"2015-03-12 06:12:05";285.45;34;281
"2015-03-12 06:12:08";285.45;35;271
"2015-03-12 06:12:21";285.45;36;288
"2015-03-12 06:12:30";284.952380952381;36;258
"2015-03-12 06:12:42";285.35;36;277
"2015-03-12 06:12:51";285.35;37;276
"2015-03-12 06:13:05";285.35;35;376
"2015-03-12 06:13:10";285.35;36;274
"2015-03-12 06:13:20";285.35;35;286
"2015-03-12 06:13:27";288.5;33;276
"2015-03-12 06:14:32";291.266666666667;31;302
"2015-03-12 06:14:34";291.266666666667;32;275
"2015-03-12 06:15:00";303.958333333333;31;301
"2015-03-12 06:15:03";303.958333333333;32;292
"2015-03-12 06:15:23";306.136363636364;35;278
"2015-03-12 06:15:25";306.136363636364;36;277
"2015-03-12 06:15:27";305.434782608696;37;484
"2015-03-12 06:16:29";306.363636363636;34;300
"2015-03-12 06:16:33";306.363636363636;35;330
"2015-03-12 06:16:44";304.083333333333;37;321
"2015-03-12 06:16:52";301.56;38;317
"2015-03-12 06:16:55";301.56;39;309
"2015-03-12 06:17:03";301.56;40;299
"2015-03-12 06:17:05";301.56;41;300
"2015-03-12 06:17:23";300.148148148148;43;309
"2015-03-12 06:17:25";300.148148148148;44;304
"2015-03-12 06:17:30";299.285714285714;45;291
"2015-03-12 06:17:32";300.185185185185;45;445
"2015-03-12 06:17:43";301;45;301
"2015-03-12 06:17:47";300;46;312
"2015-03-12 06:17:53";300;45;297
"2015-03-12 06:17:56";300;46;300
"2015-03-12 06:17:58";300;47;308
"2015-03-12 06:18:11";298.689655172414;47;289
"2015-03-12 06:18:17";298.689655172414;48;294
"2015-03-12 06:18:22";298.821428571429;48;499
"2015-03-12 06:18:26";298.703703703704;49;551
"2015-03-12 06:18:27";298.703703703704;50;282
"2015-03-12 06:18:53";297.8;49;279
"2015-03-12 06:18:58";297.8;51;295
"2015-03-12 06:19:01";297.8;52;294
"2015-03-12 06:19:03";297.8;53;281
"2015-03-12 06:19:06";297.8;54;287
"2015-03-12 06:19:17";296.923076923077;55;297
"2015-03-12 06:19:18";296.923076923077;56;284
"2015-03-12 06:19:20";296.923076923077;57;293
"2015-03-12 06:19:53";295.545454545455;55;290
"2015-03-12 06:20:04";287.636363636364;54;330
"2015-03-12 06:20:09";287.636363636364;54;591
"2015-03-12 06:20:15";287.636363636364;56;321
"2015-03-12 06:20:30";308.454545454545;53;319
"2015-03-12 06:20:34";308.454545454545;54;324
"2015-03-12 06:20:37";309.285714285714;53;319
"2015-03-12 06:21:00";311.473684210526;55;298
"2015-03-12 06:21:12";312.388888888889;55;1162
"2015-03-12 06:21:19";312.388888888889;57;299
"2015-03-12 06:21:28";312.388888888889;58;303
"2015-03-12 06:21:30";311.736842105263;58;280
"2015-03-12 06:21:34";311.736842105263;58;289
"2015-03-12 06:21:41";315.588235294118;58;298
