"dateAndTime";"fiveMinuteMean";"trafficVolume";"actualTravelTime"
2015-03-25 01:15:14;300;0;278
2015-03-25 02:07:47;300;0;264
2015-03-25 02:07:51;300;0;264
2015-03-25 02:39:34;300;0;277
2015-03-25 02:44:08;300;0;271
2015-03-25 02:53:44;300;1;307
2015-03-25 03:01:58;307;1;236
2015-03-25 03:03:22;307;3;270
2015-03-25 03:03:24;307;4;270
2015-03-25 03:03:27;307;5;272
2015-03-25 03:11:40;270.666666666667;1;292
2015-03-25 03:12:30;270.666666666667;2;303
2015-03-25 03:13:34;300;2;326
2015-03-25 03:18:58;297.5;1;225
2015-03-25 03:43:38;300;1;410
2015-03-25 03:47:59;300;2;257
2015-03-25 03:52:17;333.5;2;1578
2015-03-25 03:54:42;333.5;3;281
2015-03-25 04:06:21;300;1;273
2015-03-25 04:11:32;273;1;235
2015-03-25 04:14:21;273;3;229
2015-03-25 04:15:09;273;4;255
2015-03-25 04:23:46;255;4;270
2015-03-25 04:24:32;300;4;277
2015-03-25 04:24:46;300;5;279
2015-03-25 04:24:47;300;6;270
2015-03-25 04:29:43;274;3;274
2015-03-25 04:31:06;274;2;251
2015-03-25 04:36:46;262.5;1;280
2015-03-25 04:43:16;280;2;223
2015-03-25 04:43:31;280;3;247
2015-03-25 04:45:03;280;4;239
2015-03-25 04:56:45;300;2;260
2015-03-25 04:56:47;300;3;739
2015-03-25 04:58:04;300;5;277
2015-03-25 04:58:59;300;7;283
2015-03-25 05:00:16;300;8;285
2015-03-25 05:08:11;284;2;260
2015-03-25 05:08:31;284;3;261
2015-03-25 05:10:41;739;3;280
2015-03-25 05:10:48;739;4;1063
2015-03-25 05:14:38;260.5;5;263
2015-03-25 05:15:09;260.5;6;251
2015-03-25 05:16:43;267;4;242
2015-03-25 05:17:38;270.5;5;284
2015-03-25 05:19:56;264.666666666667;5;281
2015-03-25 05:23:39;260;2;270
2015-03-25 05:24:06;259;5;261
2015-03-25 05:24:10;259;6;247
2015-03-25 05:24:34;263;7;265
2015-03-25 05:24:41;269;8;260
2015-03-25 05:25:22;269;9;290
2015-03-25 05:25:24;269;10;251
2015-03-25 05:25:52;282.5;11;267
2015-03-25 05:27:34;281;12;269
2015-03-25 05:28:01;281;13;265
2015-03-25 05:28:19;266;14;289
2015-03-25 05:28:23;266;15;290
2015-03-25 05:28:31;424.4;16;286
2015-03-25 05:29:13;378.142857142857;13;264
2015-03-25 05:29:16;378.142857142857;14;260
2015-03-25 05:29:43;373.857142857143;13;271
2015-03-25 05:30:38;352.666666666667;12;299
2015-03-25 05:31:00;352.666666666667;12;276
2015-03-25 05:31:31;352.666666666667;13;264
2015-03-25 05:32:33;337.090909090909;15;280
2015-03-25 05:32:36;337.090909090909;15;280
2015-03-25 05:32:47;337.090909090909;16;271
2015-03-25 05:32:58;337.090909090909;17;270
2015-03-25 05:33:42;271.333333333333;14;289
2015-03-25 05:34:41;275.1;12;506
2015-03-25 05:35:08;275.1;11;261
2015-03-25 05:36:01;275.727272727273;10;342
2015-03-25 05:36:09;275.727272727273;11;298
2015-03-25 05:36:11;275.727272727273;12;328
2015-03-25 05:36:24;275.727272727273;13;275
2015-03-25 05:36:46;275.727272727273;14;258
2015-03-25 05:36:52;275.727272727273;15;261
2015-03-25 05:39:07;277.777777777778;10;252
2015-03-25 05:40:24;276.666666666667;10;276
2015-03-25 05:40:57;275.166666666667;11;277
2015-03-25 05:41:41;279.181818181818;9;262
2015-03-25 05:41:44;284.416666666667;9;269
2015-03-25 05:42:20;286.888888888889;9;252
2015-03-25 05:42:21;286.888888888889;10;251
2015-03-25 05:42:58;289;13;272
2015-03-25 05:43:24;307;14;265
2015-03-25 05:43:30;307;16;277
2015-03-25 05:44:16;309;19;276
2015-03-25 05:44:26;309;22;256
2015-03-25 05:44:29;309;23;265
2015-03-25 05:45:09;310.666666666667;23;268
2015-03-25 05:45:17;310.666666666667;25;298
2015-03-25 05:45:20;310.666666666667;27;273
2015-03-25 05:45:29;310.666666666667;27;298
2015-03-25 05:46:19;314;29;282
2015-03-25 05:46:45;293.125;28;257
2015-03-25 05:46:47;293.125;29;487
2015-03-25 05:46:48;293.125;30;232
2015-03-25 05:47:05;293.125;31;289
2015-03-25 05:47:18;293.125;31;257
2015-03-25 05:48:15;265.3;27;282
2015-03-25 05:48:34;266.777777777778;26;265
2015-03-25 05:49:26;266.5;23;237
2015-03-25 05:49:28;266.5;23;229
2015-03-25 05:49:36;266.5;23;257
2015-03-25 05:49:44;266.615384615385;24;251
2015-03-25 05:51:14;268.133333333333;19;264
2015-03-25 05:51:24;268.133333333333;19;264
2015-03-25 05:51:32;268.133333333333;20;256
2015-03-25 05:52:13;271;16;290
2015-03-25 05:52:14;271;17;272
2015-03-25 05:52:30;271;18;298
2015-03-25 05:52:41;270.928571428571;19;279
2015-03-25 05:52:43;270.928571428571;20;271
2015-03-25 05:52:59;271.666666666667;21;268
2015-03-25 05:53:53;265.933333333333;20;272
2015-03-25 05:54:06;265;21;300
2015-03-25 05:54:09;265;21;279
2015-03-25 05:54:11;265;22;287
2015-03-25 05:54:44;264.785714285714;20;278
2015-03-25 05:54:59;280.071428571429;20;314
2015-03-25 05:55:02;280.071428571429;21;294
2015-03-25 05:55:04;280.071428571429;22;275
2015-03-25 05:55:14;280.071428571429;23;292
2015-03-25 05:56:00;276.928571428571;26;248
2015-03-25 05:56:32;278.166666666667;25;234
2015-03-25 05:57:37;279.375;23;284
2015-03-25 05:57:39;279.375;24;266
2015-03-25 05:57:52;279.375;23;283
2015-03-25 05:57:53;279.375;24;283
2015-03-25 05:57:57;279.375;25;266
2015-03-25 05:58:15;280.214285714286;25;279
2015-03-25 05:58:22;284.153846153846;28;262
2015-03-25 05:58:24;288.083333333333;29;426
2015-03-25 05:58:29;286.846153846154;30;259
2015-03-25 05:58:33;286.846153846154;30;269
2015-03-25 05:59:59;277.9375;27;286
2015-03-25 06:00:22;279;24;356
2015-03-25 06:00:32;276.75;25;292
2015-03-25 06:00:34;276.75;26;283
2015-03-25 06:00:37;276.75;27;274
2015-03-25 06:00:46;277.421052631579;28;269
2015-03-25 06:01:10;279.470588235294;28;455
2015-03-25 06:01:14;279.470588235294;29;260
2015-03-25 06:01:44;279.470588235294;27;236
2015-03-25 06:02:01;279.9375;27;1113
2015-03-25 06:02:05;278.4375;28;536
2015-03-25 06:02:37;278.4375;31;247
2015-03-25 06:03:08;276.2;27;278
2015-03-25 06:03:11;276.2;29;277
2015-03-25 06:03:14;276.2;30;268
2015-03-25 06:03:38;276.421052631579;24;266
2015-03-25 06:03:39;276.421052631579;25;251
2015-03-25 06:03:43;276.421052631579;26;243
2015-03-25 06:03:50;276.277777777778;27;282
2015-03-25 06:03:54;276.277777777778;28;283
2015-03-25 06:04:05;275.647058823529;28;296
2015-03-25 06:04:19;274.125;28;281
2015-03-25 06:05:29;275.357142857143;26;292
2015-03-25 06:05:55;281;23;268
2015-03-25 06:05:58;281;23;266
2015-03-25 06:06:03;281;25;262
2015-03-25 06:06:45;283.157894736842;24;282
2015-03-25 06:06:48;283.157894736842;25;286
2015-03-25 06:06:53;283.157894736842;27;280
2015-03-25 06:07:14;284.111111111111;27;280
2015-03-25 06:07:27;285.25;26;286
2015-03-25 06:07:50;282;27;297
2015-03-25 06:07:52;282;28;299
2015-03-25 06:07:54;282;29;277
2015-03-25 06:08:52;291.157894736842;25;283
2015-03-25 06:08:56;291.157894736842;25;275
2015-03-25 06:09:02;290.904761904762;26;287
2015-03-25 06:09:12;290.904761904762;29;270
2015-03-25 06:09:16;290.904761904762;30;278
2015-03-25 06:09:23;290.904761904762;31;267
2015-03-25 06:09:27;290.904761904762;32;280
2015-03-25 06:09:47;291.15;34;271
2015-03-25 06:09:52;291.15;35;259
2015-03-25 06:09:57;291.15;36;272
2015-03-25 06:09:59;291.15;37;268
2015-03-25 06:09:59;291.15;37;467
2015-03-25 06:10:12;292.052631578947;38;277
2015-03-25 06:10:15;292.052631578947;39;278
2015-03-25 06:10:19;293.941176470588;40;272
2015-03-25 06:10:31;282.473684210526;39;281
2015-03-25 06:10:34;282.473684210526;40;260
2015-03-25 06:10:42;286.529411764706;43;261
2015-03-25 06:10:47;286.529411764706;45;282
2015-03-25 06:10:52;286.529411764706;45;295
2015-03-25 06:10:55;286.529411764706;46;275
2015-03-25 06:11:08;300.388888888889;43;263
2015-03-25 06:11:10;300.388888888889;44;272
2015-03-25 06:11:36;294.95;45;258
2015-03-25 06:11:48;297.473684210526;46;293
2015-03-25 06:12:07;296.6;45;276
2015-03-25 06:12:11;296.6;46;290
2015-03-25 06:12:33;295.227272727273;44;365
2015-03-25 06:12:36;295.227272727273;45;301
2015-03-25 06:13:09;306;40;292
2015-03-25 06:13:16;306;41;272
2015-03-25 06:13:18;306;42;261
2015-03-25 06:13:21;306;43;277
2015-03-25 06:14:16;290.952380952381;38;281
2015-03-25 06:14:33;288.375;36;298
2015-03-25 06:14:35;288.375;37;290
2015-03-25 06:14:48;288.375;40;314
2015-03-25 06:15:09;285.137931034483;41;312
2015-03-25 06:15:14;285;42;295
2015-03-25 06:15:18;285;42;301
2015-03-25 06:15:24;285.357142857143;42;303
2015-03-25 06:15:54;284.59375;38;285
2015-03-25 06:15:58;284.59375;38;265
2015-03-25 06:16:19;276.483870967742;36;253
2015-03-25 06:16:30;276.3;37;312
2015-03-25 06:16:43;276.4;38;302
2015-03-25 06:17:01;276.733333333333;40;312
2015-03-25 06:17:05;276.733333333333;41;324
2015-03-25 06:17:09;276.733333333333;40;312
2015-03-25 06:17:10;276.733333333333;41;306
2015-03-25 06:17:18;276.413793103448;41;316
2015-03-25 06:17:32;276.392857142857;42;313
2015-03-25 06:17:34;276.392857142857;42;316
2015-03-25 06:17:37;277.241379310345;42;294
2015-03-25 06:17:43;276.7;44;324
2015-03-25 06:17:45;276.7;45;301
2015-03-25 06:17:49;282.032258064516;47;316
2015-03-25 06:17:51;282.032258064516;48;296
2015-03-25 06:17:52;281.466666666667;49;294
2015-03-25 06:17:59;281.322580645161;51;290
2015-03-25 06:18:02;281.65625;52;308
2015-03-25 06:18:19;281.65625;51;290
2015-03-25 06:18:38;284.516129032258;53;279
2015-03-25 06:18:47;285;55;290
2015-03-25 06:19:13;286.923076923077;61;271
2015-03-25 06:19:31;289.48;61;268
2015-03-25 06:19:35;289.48;60;280
2015-03-25 06:20:30;296.5;48;269
2015-03-25 06:20:45;331.541666666667;50;296
2015-03-25 06:20:46;331.541666666667;51;296
2015-03-25 06:20:49;333.130434782609;51;291
2015-03-25 06:21:02;336.545454545455;50;279
2015-03-25 06:21:11;336.545454545455;51;275
2015-03-25 06:21:18;336.545454545455;52;288
2015-03-25 06:21:20;336.545454545455;52;270
2015-03-25 06:21:21;336.545454545455;53;270
2015-03-25 06:21:38;336.545454545455;52;272
2015-03-25 06:21:40;336.545454545455;53;263
2015-03-25 06:22:12;340.904761904762;47;360
2015-03-25 06:22:17;338.130434782609;48;344
2015-03-25 06:22:20;338.130434782609;48;319
2015-03-25 06:22:25;337.041666666667;50;316
2015-03-25 06:22:59;330.535714285714;41;380
2015-03-25 06:23:06;331.392857142857;41;357
2015-03-25 06:23:15;329.064516129032;44;342
2015-03-25 06:23:20;327.5;44;345
2015-03-25 06:23:35;327.5;45;342
2015-03-25 06:23:42;325.15625;44;341
2015-03-25 06:23:47;323.515151515152;45;341
2015-03-25 06:24:04;323.121212121212;45;331
2015-03-25 06:24:08;323.121212121212;46;323
2015-03-25 06:24:10;323.121212121212;47;1463
2015-03-25 06:24:14;323.121212121212;46;321
