"dateAndTime";"fiveMinuteMean";"trafficVolume";"actualTravelTime"
2015-03-19 00:00:34;258;7;273
2015-03-19 00:07:43;279;6;264
2015-03-19 00:10:57;300;4;507
2015-03-19 00:12:15;264;6;277
2015-03-19 00:14:30;264;7;291
2015-03-19 00:19:03;277;3;261
2015-03-19 00:19:49;358.333333333333;3;247
2015-03-19 00:20:48;358.333333333333;5;258
2015-03-19 00:26:21;255.333333333333;2;329
2015-03-19 00:28:03;255.333333333333;4;243
2015-03-19 00:29:35;258;6;266
2015-03-19 00:29:38;258;7;267
2015-03-19 00:29:42;258;8;265
2015-03-19 00:29:52;258;9;264
2015-03-19 00:29:55;258;11;260
2015-03-19 00:29:58;258;12;262
2015-03-19 00:32:26;286;13;307
2015-03-19 00:33:20;286;13;442
2015-03-19 00:58:03;300;2;271
2015-03-19 01:15:08;300;2;309
2015-03-19 01:15:52;300;3;307
2015-03-19 01:15:58;300;4;306
2015-03-19 01:16:08;300;5;294
2015-03-19 01:31:52;300;1;306
2015-03-19 01:32:01;300;2;301
2015-03-19 01:54:59;300;0;652
2015-03-19 01:56:35;300;1;278
2015-03-19 02:15:24;300;2;262
2015-03-19 02:34:03;300;1;449
2015-03-19 02:59:49;300;1;268
2015-03-19 03:01:21;300;2;275
2015-03-19 03:01:24;300;3;260
2015-03-19 03:06:04;267.666666666667;3;304
2015-03-19 03:12:01;304;1;229
2015-03-19 03:14:35;304;2;279
2015-03-19 03:15:48;304;4;217
2015-03-19 03:27:38;300;0;371
2015-03-19 03:35:47;371;2;242
2015-03-19 03:43:10;242;1;361
2015-03-19 03:58:23;300;1;254
2015-03-19 04:01:38;300;2;248
2015-03-19 04:13:24;300;1;247
2015-03-19 04:18:56;247;1;285
2015-03-19 04:25:25;285;3;270
2015-03-19 04:28:27;285;2;267
2015-03-19 04:28:28;285;3;844
2015-03-19 04:34:29;268.5;1;261
2015-03-19 04:36:14;267;2;262
2015-03-19 04:37:39;267;3;277
2015-03-19 04:40:22;261;4;638
2015-03-19 04:42:34;411;5;283
2015-03-19 04:42:46;411;4;279
2015-03-19 04:47:02;560.5;4;215
2015-03-19 04:49:18;281;2;282
2015-03-19 04:51:58;353.75;6;358
2015-03-19 04:53:00;426.5;6;1295
2015-03-19 04:54:07;378.333333333333;8;631
2015-03-19 05:00:14;358;6;471
2015-03-19 05:00:38;358;8;229
2015-03-19 05:06:25;430;4;265
2015-03-19 05:07:30;430;4;271
2015-03-19 05:09:37;551;3;382
2015-03-19 05:09:39;471;4;344
2015-03-19 05:11:23;368;5;364
2015-03-19 05:12:41;335.666666666667;4;319
2015-03-19 05:15:15;610.333333333333;3;252
2015-03-19 05:15:44;543.75;4;270
2015-03-19 05:17:01;573;5;241
2015-03-19 05:17:47;596.25;5;267
2015-03-19 05:18:17;540.8;6;253
2015-03-19 05:19:11;540.8;8;293
2015-03-19 05:19:12;540.8;9;296
2015-03-19 05:19:56;332.2;10;287
2015-03-19 05:19:59;332.2;11;276
2015-03-19 05:20:05;332.2;13;266
2015-03-19 05:23:17;256.6;10;279
2015-03-19 05:26:23;276.857142857143;4;249
2015-03-19 05:26:30;276.857142857143;5;245
2015-03-19 05:27:29;278.5;5;297
2015-03-19 05:27:33;283.6;6;311
2015-03-19 05:27:36;283.6;7;274
2015-03-19 05:29:17;277;11;295
2015-03-19 05:30:10;279;12;267
2015-03-19 05:34:06;275.2;13;274
2015-03-19 05:35:15;276.857142857143;12;249
2015-03-19 05:35:48;288.8;11;295
2015-03-19 05:35:52;288.8;12;274
2015-03-19 05:36:02;288.8;12;272
2015-03-19 05:36:35;288.8;10;305
2015-03-19 05:36:48;288.8;12;245
2015-03-19 05:36:58;288.8;12;298
2015-03-19 05:37:01;288.8;13;276
2015-03-19 05:37:11;292.5;13;275
2015-03-19 05:37:56;281;10;308
2015-03-19 05:37:57;281;11;271
2015-03-19 05:38:03;281;12;254
2015-03-19 05:38:41;278.666666666667;15;286
2015-03-19 05:38:42;278.666666666667;16;269
2015-03-19 05:39:49;261.5;16;281
2015-03-19 05:40:05;261.5;18;254
2015-03-19 05:40:17;261.5;18;278
2015-03-19 05:40:22;261.5;19;266
2015-03-19 05:40:49;272.8;19;289
2015-03-19 05:40:54;268.166666666667;19;257
2015-03-19 05:41:33;268.166666666667;22;261
2015-03-19 05:41:35;268.166666666667;23;269
2015-03-19 05:42:22;274.272727272727;19;260
2015-03-19 05:42:44;274;20;240
2015-03-19 05:42:55;274;21;295
2015-03-19 05:43:00;274;20;292
2015-03-19 05:43:04;276.615384615385;20;294
2015-03-19 05:43:08;276.615384615385;22;276
2015-03-19 05:44:31;277.533333333333;20;236
2015-03-19 05:45:58;276.75;14;273
2015-03-19 05:46:41;274.4;11;278
2015-03-19 05:46:45;271.529411764706;12;289
2015-03-19 05:46:54;271.3125;13;285
2015-03-19 05:47:07;269.533333333333;14;280
2015-03-19 05:47:25;270.642857142857;14;289
2015-03-19 05:47:47;271;15;281
2015-03-19 05:47:49;271;16;267
2015-03-19 05:47:54;273.8125;17;263
2015-03-19 05:47:57;273.8125;17;314
2015-03-19 05:48:02;275;17;261
2015-03-19 05:48:37;269.866666666667;16;275
2015-03-19 05:48:38;269.866666666667;17;265
2015-03-19 05:48:42;269.866666666667;17;289
2015-03-19 05:50:19;271.2;19;290
2015-03-19 05:50:40;269.6;21;263
2015-03-19 05:50:43;269.6;22;276
2015-03-19 05:51:00;270.555555555556;22;280
2015-03-19 05:51:01;270.555555555556;23;269
